lyric,line,album,track_n,song_name
"a tragedy, the fuckingpast ended up catchingme",70,Relapse,3,My Mom
"and it probably where i got acquainted with the taste, aint it?",71,Relapse,3,My Mom
"pharmaceuticals are the bomb, mom, beautiful",72,Relapse,3,My Mom
she killed the fuckingdog with the medicine she done fed it,73,Relapse,3,My Mom
feed it a fuckingaspirin and say that it has a headache,74,Relapse,3,My Mom
"""here, want a snack? you hungry, you fuckingbrat?",75,Relapse,3,My Mom
"look at that, it a xanax, take it and take a nap, eat it""",76,Relapse,3,My Mom
"but i do not need it — ""well fuck it then, break it up",77,Relapse,3,My Mom
"take a little piece and beat it before you wake nathan up""",78,Relapse,3,My Mom
"alright ma, you win, i do not feel like arguin'",79,Relapse,3,My Mom
"i will do it, pop it, gobble it and start wobblin'",80,Relapse,3,My Mom
"stumble, hobble, tumble, slip, trip, then i fall in bed",81,Relapse,3,My Mom
with a bottle of meds and a heath ledger bobblehead,82,Relapse,3,My Mom
my mom loved valium and lots of drugs,83,Relapse,3,My Mom
that why i am like i am 'cause i am like her,84,Relapse,3,My Mom
because my mom loved valium and lots of drugs,85,Relapse,3,My Mom
that why i am on what i am on 'cause i am my mom,86,Relapse,3,My Mom
"my mom, i am just like her",87,Relapse,3,My Mom
"my mom, my mom, my mom",88,Relapse,3,My Mom
"my mom, my mom, my mom",89,Relapse,3,My Mom
"my mom, my mom, my mom",90,Relapse,3,My Mom
"my mom, my momma",91,Relapse,3,My Mom
"me momma, i like-a da momma",92,Relapse,3,My Mom
"haha, sorry mom",93,Relapse,3,My Mom
i still love you though,94,Relapse,3,My Mom
"dr. dre, 2010",95,Relapse,3,My Mom
"hey, this shit is hella hard, homie",96,Relapse,3,My Mom
"yo, take us on outta here",97,Relapse,3,My Mom
woo!,98,Relapse,3,My Mom
"i was born with a dick in my brain, yeah, fucked in the head",1,Relapse,4,Insane
my stepfather said that i sucked in the bed,2,Relapse,4,Insane
'til one night he snuck in and said,3,Relapse,4,Insane
"""we are going out back, i want my dick sucked in the shed""",4,Relapse,4,Insane
cannot we just play with teddy ruxpin instead?,5,Relapse,4,Insane
"""after i fuck you in the butt, get some head",6,Relapse,4,Insane
"bust a nut, get some rest,"" the next day my mother said",7,Relapse,4,Insane
"""i do not know what the fuck up with this kid",8,Relapse,4,Insane
the bastard will not even eat nothing he fed,9,Relapse,4,Insane
"he just hung himself in the bedroom, he dead""",10,Relapse,4,Insane
"""debbie, do not let that fucker get you upset",11,Relapse,4,Insane
"go in there, stick a fuckingcigarette to his neck",12,Relapse,4,Insane
"i will bet you he fakingit, i will bet you, i bet",13,Relapse,4,Insane
he probably just wants to see how upset you would get,14,Relapse,4,Insane
"i will go handle this, of course unless you object""",15,Relapse,4,Insane
"""aw, go fuck his brains out if any left in his head""",16,Relapse,4,Insane
if you could count the skeletons in my closet,17,Relapse,4,Insane
under my bed and up under my faucet,18,Relapse,4,Insane
then you would know i have completely lost it,19,Relapse,4,Insane
"is he nuts? no, he insane",20,Relapse,4,Insane
if you could count the skeletons in my closet,21,Relapse,4,Insane
under my bed and up under my faucet,22,Relapse,4,Insane
then you would know i have completely lost it,23,Relapse,4,Insane
"is he nuts? no, he insane",24,Relapse,4,Insane
"""did you get him?"" naw, fucker tried to bite my face off",25,Relapse,4,Insane
i just got fuckingchased off with a chainsaw,26,Relapse,4,Insane
"then he took the chainsaw, bit the fuckingblades off",27,Relapse,4,Insane
"ate the blades, stuck a baseball in a slingshot",28,Relapse,4,Insane
"then he aimed at his own face, let the thing pop",29,Relapse,4,Insane
"took his eye out, picked it up and played ping pong",30,Relapse,4,Insane
then he played ping pong with his own ding-dong,31,Relapse,4,Insane
that motherfucker got nuts like king kong,32,Relapse,4,Insane
then he set the lawnmower out on the dang lawn,33,Relapse,4,Insane
and he laid all up underneath it with the thing on,34,Relapse,4,Insane
"then he took his pants, he took every fuckingthing off",35,Relapse,4,Insane
everything except his tank top and his training bra,36,Relapse,4,Insane
"aint he raw? yeah, maniac, that shady, dawg",37,Relapse,4,Insane
"man that motherfucker gangsta, aint he dawg?",38,Relapse,4,Insane
"shady, dawg, what be goingthrough that fuckingbrain of yours?",39,Relapse,4,Insane
"say no more, what the fuck you waitingfor? sing along",40,Relapse,4,Insane
if you could count the skeletons in my closet,41,Relapse,4,Insane
under my bed and up under my faucet,42,Relapse,4,Insane
then you would know i have completely lost it,43,Relapse,4,Insane
"is he nuts? no, he insane",44,Relapse,4,Insane
if you could count the skeletons in my closet,45,Relapse,4,Insane
under my bed and up under my faucet,46,Relapse,4,Insane
then you would know i have completely lost it,47,Relapse,4,Insane
"is he nuts? no, he insane",48,Relapse,4,Insane
"do not you know what felch means? (""yeah"") well then, tell me",49,Relapse,4,Insane
would you rather get felched or do the felching?,50,Relapse,4,Insane
"fuck them in the ass, suck the cum out while you are belching",51,Relapse,4,Insane
"burp, belch, and go back for a second helping",52,Relapse,4,Insane
"can you dig what i am saying, man? can you smell me?",53,Relapse,4,Insane
i want you to feel me like my stepfather felt me (oh...),54,Relapse,4,Insane
"fuck a little puppy, kick the puppy while he yelping",55,Relapse,4,Insane
"""shady, what the fuck you saying?"" i do not know, help me!",56,Relapse,4,Insane
what the fuck happening? i think i am fuckingmelting,57,Relapse,4,Insane
"""marshall, i just love you, boy, i care about your well-being""",58,Relapse,4,Insane
"no, dad, i said no — i do not need no help peeing",59,Relapse,4,Insane
"i am a big boy, i can do it by myself, see?",60,Relapse,4,Insane
i only get naked when the babysitter tells me,61,Relapse,4,Insane
she showed me a movie like nightmare on elm street,62,Relapse,4,Insane
"but it was x and they called it ""pubic hair on chelsea""",63,Relapse,4,Insane
"""well, this is called 'ass rape' and we are shooting the jail scene""",64,Relapse,4,Insane
if you could count the skeletons in my closet,65,Relapse,4,Insane
under my bed and up under my faucet,66,Relapse,4,Insane
then you would know i have completely lost it,67,Relapse,4,Insane
"is he nuts? no, he insane",68,Relapse,4,Insane
if you could count the skeletons in my closet,69,Relapse,4,Insane
under my bed and up under my faucet,70,Relapse,4,Insane
then you would know i have completely lost it,71,Relapse,4,Insane
"is he nuts? no, he insane",72,Relapse,4,Insane
"oh, it music to my ears, oh man",1,Relapse,5,Bagpipes from Baghdad
how can i describe the way i feel?,2,Relapse,5,Bagpipes from Baghdad
"fucking great, man",3,Relapse,5,Bagpipes from Baghdad
"okay, let me see",4,Relapse,5,Bagpipes from Baghdad
how could i begin?,5,Relapse,5,Bagpipes from Baghdad
"locked in mariah wine cellar, all i had for lunch",6,Relapse,5,Bagpipes from Baghdad
"was bread, wine, more bread, wine and captain crunch",7,Relapse,5,Bagpipes from Baghdad
red wine for breakfast and for brunch,8,Relapse,5,Bagpipes from Baghdad
"and to soak it up, an in-between snack, crackers to munch",9,Relapse,5,Bagpipes from Baghdad
"mariah, what ever happened to us?",10,Relapse,5,Bagpipes from Baghdad
why did we have to break up?,11,Relapse,5,Bagpipes from Baghdad
all i asked for was a glass of punch,12,Relapse,5,Bagpipes from Baghdad
"you see, i never really asked for much",13,Relapse,5,Bagpipes from Baghdad
i cannot imagine what going through your mind after such,14,Relapse,5,Bagpipes from Baghdad
a nasty break-up with that latin hunk,15,Relapse,5,Bagpipes from Baghdad
"luis miguel, nick cannon better back the fuck up",16,Relapse,5,Bagpipes from Baghdad
"i am not playin', i want her back, you punk",17,Relapse,5,Bagpipes from Baghdad
"this is hello kitty bedspread, satin funk",18,Relapse,5,Bagpipes from Baghdad
"mixed with egyptian, with a little rap and punk",19,Relapse,5,Bagpipes from Baghdad
"zapp and eric clapton, shaft, frank zappa, crunk",20,Relapse,5,Bagpipes from Baghdad
"and yeah baby, i want another crack at ya",21,Relapse,5,Bagpipes from Baghdad
you can beat me with any spatula that you want,22,Relapse,5,Bagpipes from Baghdad
"i mean, i really want you bad, you cunt",23,Relapse,5,Bagpipes from Baghdad
"nick, you had your fun, i have come to kick you in your sack of junk",24,Relapse,5,Bagpipes from Baghdad
"man, i could use a fresh batch of blood",25,Relapse,5,Bagpipes from Baghdad
so prepare your vernacular for dracula acupuncture,26,Relapse,5,Bagpipes from Baghdad
bagpipes from baghdad,27,Relapse,5,Bagpipes from Baghdad
when will it ever cease?,28,Relapse,5,Bagpipes from Baghdad
"for pete sake, he crazy to say the least",29,Relapse,5,Bagpipes from Baghdad
bagpipes from baghdad,30,Relapse,5,Bagpipes from Baghdad
what going through my mind,31,Relapse,5,Bagpipes from Baghdad
"half the time, when i rhyme, or blowing up like",32,Relapse,5,Bagpipes from Baghdad
bagpipes from baghdad,33,Relapse,5,Bagpipes from Baghdad
somebody turn the vacancy sign on,34,Relapse,5,Bagpipes from Baghdad
"'cause i am gone, blowing on my",35,Relapse,5,Bagpipes from Baghdad
bagpipes from baghdad,36,Relapse,5,Bagpipes from Baghdad
i run the streets and act like a madman holding a glad,37,Relapse,5,Bagpipes from Baghdad
you can be a permanent fixture in my lyrical mixture,38,Relapse,5,Bagpipes from Baghdad
i am the miracle whip trickster,39,Relapse,5,Bagpipes from Baghdad
"my signature sound, when a tube of lipstick around",40,Relapse,5,Bagpipes from Baghdad
"i am bound to put it on in an instant, wow",41,Relapse,5,Bagpipes from Baghdad
"man, what an ensemble",42,Relapse,5,Bagpipes from Baghdad
what an assortment of pharma–ceuticals,43,Relapse,5,Bagpipes from Baghdad
"this beautiful pill dust in my palm, my",44,Relapse,5,Bagpipes from Baghdad
cuticles get residue just from touchingthe bottle,45,Relapse,5,Bagpipes from Baghdad
never knew i could remind me so much of my momma,46,Relapse,5,Bagpipes from Baghdad
"i will cut ya like dahmer, pull a butcher knife on ya",47,Relapse,5,Bagpipes from Baghdad
"the size of a sword, boy, i am like the fuckingred sonja",48,Relapse,5,Bagpipes from Baghdad
"get it stuck in your cornea, nice knowing ya, norman",49,Relapse,5,Bagpipes from Baghdad
"you are so fuckingannoyin', drop the shovel, boy",50,Relapse,5,Bagpipes from Baghdad
you do not know what the fuck you are doin',51,Relapse,5,Bagpipes from Baghdad
i aint playingno fuckingmore,52,Relapse,5,Bagpipes from Baghdad
"nick cannon, you prick, i wish you luck with the fuckingwhore",53,Relapse,5,Bagpipes from Baghdad
"every minute there a sucker born, snuck up on malachai",54,Relapse,5,Bagpipes from Baghdad
made the motherfucker suck on a shuck of corn,55,Relapse,5,Bagpipes from Baghdad
"shuck o', shuck o' corn, chaka khan",56,Relapse,5,Bagpipes from Baghdad
"hit jason in the face with a hockey puck, and",57,Relapse,5,Bagpipes from Baghdad
"told him it fuckingon, man, what the fuck are ya doin'?",58,Relapse,5,Bagpipes from Baghdad
you are runningover the snowblower with the lawnmower,59,Relapse,5,Bagpipes from Baghdad
blowingyour bagpipes from baghdad,60,Relapse,5,Bagpipes from Baghdad
bagpipes from baghdad,61,Relapse,5,Bagpipes from Baghdad
when will it ever cease?,62,Relapse,5,Bagpipes from Baghdad
"for pete sake, he crazy to say the least",63,Relapse,5,Bagpipes from Baghdad
bagpipes from baghdad,64,Relapse,5,Bagpipes from Baghdad
what going through my mind,65,Relapse,5,Bagpipes from Baghdad
"half the time, when i rhyme, or blowing up like",66,Relapse,5,Bagpipes from Baghdad
bagpipes from baghdad,67,Relapse,5,Bagpipes from Baghdad
somebody turn the vacancy sign on,68,Relapse,5,Bagpipes from Baghdad
"'cause i am gone, blowing on my",69,Relapse,5,Bagpipes from Baghdad
bagpipes from baghdad,70,Relapse,5,Bagpipes from Baghdad
i run the streets and act like a madman holding a glad bag,71,Relapse,5,Bagpipes from Baghdad
in the bed with two brain-dead lesbian vegetables,72,Relapse,5,Bagpipes from Baghdad
i bet you they become heterosexual,73,Relapse,5,Bagpipes from Baghdad
nothing will stop me from molestingyou,74,Relapse,5,Bagpipes from Baghdad
titty-fuckingyou 'til your breast nipple flesh tickles my testicles,75,Relapse,5,Bagpipes from Baghdad
is what i said to the two conjoined twins,76,Relapse,5,Bagpipes from Baghdad
"how it going, girlfriends? you needs a boyfriend?",77,Relapse,5,Bagpipes from Baghdad
you need some ointment? just set up an appointment,78,Relapse,5,Bagpipes from Baghdad
who going to see the doctor first? we will do a coin flip,79,Relapse,5,Bagpipes from Baghdad
i just got my one-year sobriety coin chip,80,Relapse,5,Bagpipes from Baghdad
"when the bad get going, how bad does the going get?",81,Relapse,5,Bagpipes from Baghdad
"baby, you should not have any trouble rubbing groins with",82,Relapse,5,Bagpipes from Baghdad
"each other, especially when you are joined at the hip",83,Relapse,5,Bagpipes from Baghdad
i am going to get the needle and thread from the sewing kit,84,Relapse,5,Bagpipes from Baghdad
"and attempt to separate them and stitch them back at the loin, shit",85,Relapse,5,Bagpipes from Baghdad
lure the little boy with the chocolate 'chips ahoy!' chip,86,Relapse,5,Bagpipes from Baghdad
"cookie, lookie, even took me a polaroid pic",87,Relapse,5,Bagpipes from Baghdad
bagpipes from baghdad,88,Relapse,5,Bagpipes from Baghdad
when will it ever cease?,89,Relapse,5,Bagpipes from Baghdad
"for pete sake, he crazy to say the least",90,Relapse,5,Bagpipes from Baghdad
bagpipes from baghdad,91,Relapse,5,Bagpipes from Baghdad
what going through my mind,92,Relapse,5,Bagpipes from Baghdad
"half the time, when i rhyme, or blowing up like",93,Relapse,5,Bagpipes from Baghdad
bagpipes from baghdad,94,Relapse,5,Bagpipes from Baghdad
somebody turn the vacancy sign on,95,Relapse,5,Bagpipes from Baghdad
"'cause i am gone, blowing on my",96,Relapse,5,Bagpipes from Baghdad
bagpipes from baghdad,97,Relapse,5,Bagpipes from Baghdad
i run the streets and act like a madman,98,Relapse,5,Bagpipes from Baghdad
"holding a glad bag, oh, bagpipes from baghdad",99,Relapse,5,Bagpipes from Baghdad
hghum-day-li-laaa-aaa-aaa-aaa-aa-aah-aah,100,Relapse,5,Bagpipes from Baghdad
hghum-day-li-laaa-aaa-aaa-aaa-aa-aah-aah,101,Relapse,5,Bagpipes from Baghdad
hghum-day-li-laaa-aaa-aaa-aaa-aa-aah-aah,102,Relapse,5,Bagpipes from Baghdad
hghum-day-li-laaa-aaa-aaa-aaa-aa-aah-aah,103,Relapse,5,Bagpipes from Baghdad
hello (hello),1,Relapse,6,Hello
allow me to introduce myself (myself),2,Relapse,6,Hello
my name is shady,3,Relapse,6,Hello
it so nice to meet you (so nice to meet you),4,Relapse,6,Hello
it been a long time (long time),5,Relapse,6,Hello
i am sorry i have been away so long (so long),6,Relapse,6,Hello
my name is shady,7,Relapse,6,Hello
i never meant to leave you (never meant to leave you),8,Relapse,6,Hello
yeah,9,Relapse,6,Hello
"you see that chick in the gym, checking me out?",10,Relapse,6,Hello
any second i am 'bout to stick her neck in my mouth,11,Relapse,6,Hello
i lose a pill and i am recklessly wreckingthe house,12,Relapse,6,Hello
"that was supposed to be breakfast, where the heck is it now?",13,Relapse,6,Hello
"there the necklace i lost, right next to stephanie blouse",14,Relapse,6,Hello
"man, i should check to see if my mom left any out",15,Relapse,6,Hello
"nope, guess i will re-route",16,Relapse,6,Hello
maybe somewhere in the depths of the couch,17,Relapse,6,Hello
"oh, jackpot, yeah, open sesame mouth",18,Relapse,6,Hello
"down the hatch, and the feeling you cannot match it",19,Relapse,6,Hello
i rat-tat-tap on your door with a damn ratchet,20,Relapse,6,Hello
attack-tack-tacking a whore with a damn hatchet,21,Relapse,6,Hello
a knapsack packed with like forty-some xanaxes,22,Relapse,6,Hello
"shorty come back, i am tryna score me some lap dances",23,Relapse,6,Hello
"i am 'bout to relapse, so baby pour me some jack daniel",24,Relapse,6,Hello
formula 44d and 40 with bad capsules,25,Relapse,6,Hello
"the bad apple spoils the bunch, i am back at ya",26,Relapse,6,Hello
"girl, i do not mean any harm",27,Relapse,6,Hello
all i wanted to do is just say hello,28,Relapse,6,Hello
"and are you menstruating, baby?",29,Relapse,6,Hello
my little friend waiting to say hello,30,Relapse,6,Hello
the way your titties are wigglin',31,Relapse,6,Hello
and your booty shakinglike jello,32,Relapse,6,Hello
"girl, i do not mean any harm",33,Relapse,6,Hello
"all i wanted to do is just say hello, yeah",34,Relapse,6,Hello
"my equilibrium off, must be the lithium",35,Relapse,6,Hello
"i do not need to buy any drugs, man, people give me them",36,Relapse,6,Hello
"it just becomes everyday, extra-curriculum",37,Relapse,6,Hello
"no reason in particular, it was strictly fun",38,Relapse,6,Hello
a fifth of rum and two bottles of 151,39,Relapse,6,Hello
fifty-one people asleep in my damn living room,40,Relapse,6,Hello
"excuse me, hun, but what is your name, vivian?",41,Relapse,6,Hello
"i woke up next to you naked, and uh, did we, um?",42,Relapse,6,Hello
"of course we did, but did not i strap jimmy, hun?",43,Relapse,6,Hello
i am looking for the torn wrapper but there do not seem to be one,44,Relapse,6,Hello
"no offense baby girl, i do not mean any harm",45,Relapse,6,Hello
but disease is something i am trying to keep my penis free from,46,Relapse,6,Hello
"i find the package and i am cool, i immediately run",47,Relapse,6,Hello
like speedy gon-zales to see if i see anyone,48,Relapse,6,Hello
"who might have a couple of 3, i am fiending for some",49,Relapse,6,Hello
my head is pounding to the beat of the drum,50,Relapse,6,Hello
"girl, i do not mean any harm",51,Relapse,6,Hello
all i wanted to do is just say hello,52,Relapse,6,Hello
and do you happen to have anything on you,53,Relapse,6,Hello
to make my mood mellow?,54,Relapse,6,Hello
some are oval and some are pink,55,Relapse,6,Hello
some are blue and some are just yellow,56,Relapse,6,Hello
"girl, i do not mean any harm",57,Relapse,6,Hello
all i wanted to do is just say hello,58,Relapse,6,Hello
"oh, those were the days, they certainly were",59,Relapse,6,Hello
it hurting me to know that i will be closing that curtain for good,60,Relapse,6,Hello
"word-word, chk-word-word, chk-word, chk-chk-word",61,Relapse,6,Hello
"i second that and i third, rushed to emergency surgery",62,Relapse,6,Hello
to try to flush me because of the drugs that he purchased,63,Relapse,6,Hello
"he no longer getting them free, hundred bucks for these percodans",64,Relapse,6,Hello
plus it getting to be where he lustfully search the den,65,Relapse,6,Hello
pain is hitting his knee and his muscles be hurtinghim,66,Relapse,6,Hello
tirelessly on the phone trying to rustle up,67,Relapse,6,Hello
muscle relaxers for his back and a couple of paxils,68,Relapse,6,Hello
now he doubling backwards and he stumbling back,69,Relapse,6,Hello
"slipped and fell, hit his back, boom, heard something go crack",70,Relapse,6,Hello
now he up in the bathroom like he busting a nap,71,Relapse,6,Hello
almost ended it that soon because of the fact,72,Relapse,6,Hello
i am just busting my own chops while i am busting a rap,73,Relapse,6,Hello
"resuscitated and rejuved, so fuck it, i am back",74,Relapse,6,Hello
"girl, i do not mean any harm",75,Relapse,6,Hello
all i wanted to do is just say hello,76,Relapse,6,Hello
and do you happen to have anything on you,77,Relapse,6,Hello
to make my mood mellow?,78,Relapse,6,Hello
some are oval and some are pink,79,Relapse,6,Hello
some are blue and some are just yellow,80,Relapse,6,Hello
"girl, i do not mean any harm",81,Relapse,6,Hello
all i wanted to do is just say hello,82,Relapse,6,Hello
"and so i am saying, hello (hello)",83,Relapse,6,Hello
allow me to introduce myself (myself),84,Relapse,6,Hello
my name is shady,85,Relapse,6,Hello
it so nice to meet you (so nice to meet you),86,Relapse,6,Hello
it been a long time (long time),87,Relapse,6,Hello
i am sorry i have been away so long (so long),88,Relapse,6,Hello
my name is shady,89,Relapse,6,Hello
i never meant to leave you (never meant to leave you),90,Relapse,6,Hello
"yeah, it like starting over",91,Relapse,6,Hello
"clean slate, hah",92,Relapse,6,Hello
"hey! hey, stop, hey. please stop, fuck, stop!",1,Relapse,7,Tonya (Skit)
thank god you stopped,2,Relapse,7,Tonya (Skit)
"fuck, my fucking onstar is not working",3,Relapse,7,Tonya (Skit)
i left my fucking phone at home!,4,Relapse,7,Tonya (Skit)
"god, i have been standing out here for like, an hour",5,Relapse,7,Tonya (Skit)
"i am soaking wet, freezing",6,Relapse,7,Tonya (Skit)
"thank you so much. really, you are a life-saver, uh",7,Relapse,7,Tonya (Skit)
what are you doing?,8,Relapse,7,Tonya (Skit)
fucking! get away from me! what the fuck! fucking asshole!,9,Relapse,7,Tonya (Skit)
"get away from me, you motherfucker! get away!",10,Relapse,7,Tonya (Skit)
"get away, you fucking freak! get away from me!",11,Relapse,7,Tonya (Skit)
"goddammit, fuck! help me!",12,Relapse,7,Tonya (Skit)
yeah,1,Relapse,8,Same Song & Dance
same song and dance,2,Relapse,8,Same Song & Dance
"damn girl, everywhere i go",3,Relapse,8,Same Song & Dance
same song and dance,4,Relapse,8,Same Song & Dance
"i like the way you move, all over the globe",5,Relapse,8,Same Song & Dance
same song and dance,6,Relapse,8,Same Song & Dance
"something about it, man",7,Relapse,8,Same Song & Dance
same song and dance,8,Relapse,8,Same Song & Dance
"in the pale moonlight, yo",9,Relapse,8,Same Song & Dance
"i am lookingat ya, yeah girl, you are kinda tooken back by",10,Relapse,8,Same Song & Dance
"the whole rapper thing, are not ya?",11,Relapse,8,Same Song & Dance
"probably thinking you will get slapped so dang hard, ya",12,Relapse,8,Same Song & Dance
"will not even be able to stand up straight, are not ya?",13,Relapse,8,Same Song & Dance
"couple rape charges, people think you are a monster",14,Relapse,8,Same Song & Dance
the police constantly bugging you non-stop,15,Relapse,8,Same Song & Dance
"i walk up on ya, “well, hello tonya”",16,Relapse,8,Same Song & Dance
i think you got your onstar button inside your car stuck,17,Relapse,8,Same Song & Dance
you out of gas? do you got a flat?,18,Relapse,8,Same Song & Dance
i would hate for you to be stranded at the laundromat,19,Relapse,8,Same Song & Dance
i got your back,20,Relapse,8,Same Song & Dance
why do not you put your laundry baskets in the back,21,Relapse,8,Same Song & Dance
"and sit up front; i am not asking, it a trap",22,Relapse,8,Same Song & Dance
"you just got jacked and body snatched, and it a wrap",23,Relapse,8,Same Song & Dance
"in broad day, and no mask for this attack",24,Relapse,8,Same Song & Dance
i heard them say exact opposites attract,25,Relapse,8,Same Song & Dance
"if that a fact, it will take task force to get you back",26,Relapse,8,Same Song & Dance
come on,27,Relapse,8,Same Song & Dance
"yeah baby, do that dance",28,Relapse,8,Same Song & Dance
it the last dance you will ever get the chance to do,29,Relapse,8,Same Song & Dance
"girl, shake that ass, you aint never going to break that glass",30,Relapse,8,Same Song & Dance
that windshield too strong for you,31,Relapse,8,Same Song & Dance
"i said, yeah baby, sing that song",32,Relapse,8,Same Song & Dance
it the last song you will ever get the chance to sing,33,Relapse,8,Same Song & Dance
"you sexy little thing, show me what you got, give it your all",34,Relapse,8,Same Song & Dance
"look at you bawl, why you crying to me?",35,Relapse,8,Same Song & Dance
same song and dance,36,Relapse,8,Same Song & Dance
"the first victim i had, she was a big one",37,Relapse,8,Same Song & Dance
"big movie star, a party girl, big fun",38,Relapse,8,Same Song & Dance
she was the girl the media always picked on,39,Relapse,8,Same Song & Dance
in and out of rehab every four-to-six months,40,Relapse,8,Same Song & Dance
she was always known for little pranks and slick stunts,41,Relapse,8,Same Song & Dance
"at nickelodeon, flashed the little kids once",42,Relapse,8,Same Song & Dance
"what an event it was, i was sitting in front",43,Relapse,8,Same Song & Dance
i was hooked in at the first glimpse of them buns,44,Relapse,8,Same Song & Dance
"seen her backstage, now here where i come in, son",45,Relapse,8,Same Song & Dance
"look, here she comes, i better pull out the big guns",46,Relapse,8,Same Song & Dance
"hello lindsay, you are looking a little thin, hun",47,Relapse,8,Same Song & Dance
"how 'bout a ride to rehab? get in, cunt",48,Relapse,8,Same Song & Dance
but starting off on the wrong foot is what i did not want,49,Relapse,8,Same Song & Dance
"girl, i am just kidding, let me start over again, hun",50,Relapse,8,Same Song & Dance
"see what i meant was, we should have a little intervention",51,Relapse,8,Same Song & Dance
"come with me to brighton, let me relieve your tension",52,Relapse,8,Same Song & Dance
"you little wench, ya, murder was not my intention",53,Relapse,8,Same Song & Dance
"if i wanted to kill you, it would have already been done",54,Relapse,8,Same Song & Dance
slowly she gets in and i begin to lynch her,55,Relapse,8,Same Song & Dance
with 66 inches of extension cord,56,Relapse,8,Same Song & Dance
"yeah baby, do that dance",57,Relapse,8,Same Song & Dance
it the last dance you will ever get the chance to do,58,Relapse,8,Same Song & Dance
"girl, shake that ass, you aint never going to break that glass",59,Relapse,8,Same Song & Dance
that windshield too strong for you,60,Relapse,8,Same Song & Dance
"i said, yeah baby, sing that song",61,Relapse,8,Same Song & Dance
it the last song you will ever get the chance to sing,62,Relapse,8,Same Song & Dance
"you sexy little thing, show me what you got, give it your all",63,Relapse,8,Same Song & Dance
"look at you bawl, why you crying to me?",64,Relapse,8,Same Song & Dance
same song and dance,65,Relapse,8,Same Song & Dance
my second victim was even bigger than the first,66,Relapse,8,Same Song & Dance
"pop star, icon, the whole works",67,Relapse,8,Same Song & Dance
she played a little schoolgirl when she first,68,Relapse,8,Same Song & Dance
burst upon the scene and seen that the world was hers,69,Relapse,8,Same Song & Dance
she twirls and turns and flirts in skirts so bad it hurts,70,Relapse,8,Same Song & Dance
"it irked me, it made me mad at first",71,Relapse,8,Same Song & Dance
"i lashed out in my songs, but what was really going on",72,Relapse,8,Same Song & Dance
was that i had developed a crush,73,Relapse,8,Same Song & Dance
i just did not know how to tell it to her,74,Relapse,8,Same Song & Dance
should i cut off one of my ears and mail it to her?,75,Relapse,8,Same Song & Dance
"send her pictures of my collection of skeletons, or",76,Relapse,8,Same Song & Dance
footage of me impaling myself on an elephant tusk?,77,Relapse,8,Same Song & Dance
"we will settle this once and for all, i ama tell her at dusk",78,Relapse,8,Same Song & Dance
"tonight, tonight is the night, and tell her i must",79,Relapse,8,Same Song & Dance
"creep up to her mansion in stilettos, and just",80,Relapse,8,Same Song & Dance
"climb the gate, and ring the bell, like ""hello, my love""",81,Relapse,8,Same Song & Dance
i just picked your prescription for seroquel up,82,Relapse,8,Same Song & Dance
now would you like to share a pill or two with me?,83,Relapse,8,Same Song & Dance
i will share my valium with you 'cause i am feeling you britney,84,Relapse,8,Same Song & Dance
i will trade you a blue one for a pink one,85,Relapse,8,Same Song & Dance
ever since a schoolgirl juvenile delinquent,86,Relapse,8,Same Song & Dance
"i have been feeling you, ooh-ooh, girl, you sexy little gal, you",87,Relapse,8,Same Song & Dance
"hold that pill any longer, it will get sentimental value",88,Relapse,8,Same Song & Dance
"c amon toots, give me the valium alley-oop",89,Relapse,8,Same Song & Dance
i will slam dunk it in your mouth 'til you puke,90,Relapse,8,Same Song & Dance
and just as soon as you pass out in your alphabet soup,91,Relapse,8,Same Song & Dance
i am 'bout to make a new outfit out of you,92,Relapse,8,Same Song & Dance
"new outfit? shit, i will make a suit out of you, shoot",93,Relapse,8,Same Song & Dance
"now, show me how you move, baby, do how a-you do",94,Relapse,8,Same Song & Dance
"yeah baby, do that dance",95,Relapse,8,Same Song & Dance
it the last dance you will ever get the chance to do,96,Relapse,8,Same Song & Dance
"girl, shake that ass, you aint never going to break that glass",97,Relapse,8,Same Song & Dance
that windshield too strong for you,98,Relapse,8,Same Song & Dance
"i said, yeah baby, sing that song",99,Relapse,8,Same Song & Dance
it the last song you will ever get the chance to sing,100,Relapse,8,Same Song & Dance
"you sexy little thing, show me what you got, give it your all",101,Relapse,8,Same Song & Dance
"look at you bawl, why you crying to me?",102,Relapse,8,Same Song & Dance
same song and dance,103,Relapse,8,Same Song & Dance
"same kicking and screaming, same crying and sobbing",104,Relapse,8,Same Song & Dance
same song and dance,105,Relapse,8,Same Song & Dance
"same begging and pleading, same yelling and bleeding",106,Relapse,8,Same Song & Dance
same song and dance,107,Relapse,8,Same Song & Dance
yeah,108,Relapse,8,Same Song & Dance
same song and dance,109,Relapse,8,Same Song & Dance
i know,110,Relapse,8,Same Song & Dance
same song and dance,111,Relapse,8,Same Song & Dance
guess who? d'you miss me?,1,Relapse,9,We Made You
"jessica simpson, sing the chorus!",2,Relapse,9,We Made You
when you walked through the door (woo!),3,Relapse,9,We Made You
it was clear to me (clear to me),4,Relapse,9,We Made You
you’re the one they adore,5,Relapse,9,We Made You
who they came to see (who they came to see),6,Relapse,9,We Made You
you’re a rock star (baby) (yeah),7,Relapse,9,We Made You
